label,review
2,Very few things are more Vegas than Liberace Glitz glam excess and opulance Liberace was way ahead of his time I did not want to rate this place after my first trip Thats not usually the case for me but a true test of a museum is its return potential This place exceeds the expectations of return potential I have visited for work related things both times and I always seem to leave with more knowledge than I would expect As other Yelpers have said the museum is full of glitz and glam It has tons of artifacts costumes and cars enough even for those not familiar with the details about the man I knew very little before my visit and now I feel like I can communicate why Liberace was important to Vegas nIf you like Liberace Vegas history or just like to learn this place is for you nThe staff is very friendly and the cafe and gift shop are both very nice A must for the full Vegas experience
2,Dark wood dim lighting and Old Fashioneds all around We stopped in late on a Saturday to get our steak fix on and had a great meal here at Tornado Steak House My husband and I split the GIANT 28 oz on the bone Ribeye and let me tell you this thing is huge Loved the traditional iceberg wedge that came with the meal as well as the hash browns and giant onion ring on top of the steak but the steak itself was honestly a little lacking It just wasnt all that flavorful or tender which was a bit of a bummer Butour friends that live in Madison swear by this ribeyemaybe it was just the fact that we came in later in the evening and they just wanted to get people out of therewho knows The atmosphere was really cool and we still walked out completely stuffed so I cant be too upset When we return to Madison I would definitely give Tornado another go
2,I really like Tapacubo It has a nice atmosphere with a large bar in the middle comfortable booths around the walls a nice patio on one side and pool on the other part of the attached Graduate Tempe hotel nnI have been twice now and had the guacamole and chips both times The guac is delicious and they give an ample amount The chips are fine not great but who cares since the guacamole is so good The chicken street tacos are amazingly good In fact they would be perfect were it not for the very average corn tortillas that seem like you could buy in a grocery store nnThere is a small yet decent beer selection thankfully not just a bunch of Mexican beers When you get a beer on tap they are served in plastic cups  kind of weird but priced pretty well so who cares nnIf you dont want tacos tortas or a few appetizerlike shared plates this is not the place for you The menu is quite limited but that means the food they do offer is done well in this case Id recommend it  much better and unique than most hotel restaurants
1,I was hosting a baby shower and ordered food from Roberts Every time I called I felt rushed off the phone like they could care less if they had my business Customer service is poornSo I am setting up for the party and notice MOLD yes MOLD on the fruit and cheese platter Then I notice that I only have half my order of grape leaves I called them and Wendy walks into the party with a replacement platter By that time my guests knew there was an issue with the food How Embarrassing nI agree with a past post that they are a bit rude at times too nThey may be known for their cakes but I would steer clear from the cateringnNEVER AGAIN
1,For the clubnnConsnSmall venue  Sucky beats  Crowded  Sweaty shmelly bodies packed in like sardines  Grabbed by too many icky guys here This was around 1130pm on a saturday  Maybe its better earlier on a different nightnnPros  nNone really other then we got in for free with only a 15 minute waitnI heard that if you dine here you automatically get into the club with no cover or  wait  I think I would still pass though
2,I got to watch a movie at Regal Village Square 18 because they had an international movie screening here For an evening showing tickets were 11 nnThere were a fair amount of folks when we went but it was nice that the ticket line moved pretty quickly It was also nice that when we got inside that the  lines at the concession stands moved quickly too Pricewise the goodies at the concession stand were expensive Itnwas 550 for a medium soda and the soda was more full of ice than soda itselfnnThe overall movie theatre was nice and clean That is always a plusnThe theatre inside was neat and the bathrooms were fairly clean toonnI had a pretty good experience watching the movie here Big kudos to this place for always being a venue for foreign filmsnnI liked the location of this theatre It is in a nice big plaza where there are some nearby restaurants like Jollibee to eat at I also liked how at the outside of the theatre they have round tables were folks can sit down talk and eat
1,My family and i are so disappointed with this restaurant and we didnt even get to try the food  We were so excited for a new restaurant located near us that offer gluten free options Our son has celiac and is 3 years old Redthai advertises gluten free options and the phoenix new times has written great reviews in regards to the owner of this restaurant We went to eat here tonight Again our son is only 3 so he isnt going to eat spicy chicken pad Thai and or curry chicken etc we were told by two servers that the chef would not deviate from the menu We asked if the chefnWould make him grilled chicken and rice or grilled chicken and rice noodles The servers still said that they would not Make it for our son Are You kidding me What chef would not be accomodating to a child with allergies i guess we thought wrong about this new establishment What a bad impression My family and I are natives to central phoenix and we have been to many restaurants in the valley that are much more accommodating to our son and his needs and we have no reason to go back here Obviously  We got up and left this restaurant knowing that  we would never return
1,Disgusting Chinese food After the dirty diner let out that they had several major violations I knew I would never be back
1,I called this Dominos tonight and was treated so horribly by a female worker over the phone She hung up on me the first time while I was still talking and the second call she took my address and proceeded to tell me I was too far away when it was only 3 miles away She quickly told me another location and when I asked her if she could repeat herself she hung up on me again I will never order pizza from somewhere where Im treated so rudely
1,The atmosphere was a bit loud dual entry into the restaurant made for high traffic depending on where you were sitting for what ever reason there were 3 females at the host station most of the night dress code was not enforced silverware was spotty windows were dirty waiters customer service was nothing exceptional really nice view food was great and good presentation but they did however served what appeared to be Nutella Why would a restaurant bearing a Michelin Star serve a hazel nut chocolate spread that can be purchased at WalMart
1,I know it was like 4 in the morning but this place had a slow response time over drivethru speaker  including unexplained pauses  and ran out of rice for my friends chicken teriyaki bowl This means that Im going to pick a different local Jack in the Box to hit up late at night such as the one on Mountain Vista and Russell That place totally did have rice when I drove over there and it was way faster
1,Im trying to give it a 1 and a half but that do sent work so i gave it a 2 I found poo on the toilet seat a bloody piece of dental floss and a used coffee cup Good thing I brought my sleeping bag because i had to sleep on the floor because my sheets where discosting Some of the kids from my hockey team went to another hotel It Felt like I was in a cave in the woods it was so dark Only thing good was the lobby with the presentation room escalators view ice cream and great breakfast buffet and restaurant I was going to say the salt water pool was good but it turned my sisters hair GREEN
1,I had written a bad review about the this place not long ago and they were happy to give me another shot at eating at the place and paying for my meal Im glad they were willing to allow me to have another chance at itnHowever though it wasnt as bad as last time I ate here they food hasnt much improved I ordered the same meal the Buca Trio Platter I was a little hesitant to order the same thing that made me sick before but they were assuring me it was going to be goodnnI the mozzarella triangles arent bad for frozen food The stuffed mushrooms werent as wet as last time but this time my biggest issue was the calamari Last time I ate it it made me sick and had food poisoning This time around wasnt much better It didnt make me sick but half of it was cold and the other half was hot This tells me that they were cooked at different timesnnIm sorry to staff at Bucca but I still give it one star as the food was not good and the chefs must not care about the quality of their food
2,Awesome menu Very diverse I highly recommend the burgers
2,Always great pizza and wings  Best green olive pizza around  Wings are good and my wife loves the greek salad
2,Best bagels I have ever had First time I had it I was like WHAO nnBagels always made fresh The shop smells like heaven ought to smell This is a mustvisit whenever youre in the area
1,I came in here today to have my grinding brakes looked at My 2 stars are based solely on my customer service experience I didnt let them work on my carnnStrike 1 A mechanic came in and said Is that your Mustang  Yes  Thought so Ill tell the guys to stop making fun of it har harnRude unprofessional not cool to say to a customernnStrike 2 Presenting me with the repair bill and no explanation of anything just a lot of This is the EMERGENCY BARE MINIMUM  I did not appreciate being handed a 570 bill for just the front brakes and calipers with no explanation whatsoever and a lot of high pressure I just need the okay to get started despite me repeating a few times that I needed to check out my financial situation first nnStrike 3 Upon  telling the manager I would be taking the car elsewhere to get a second opinion he launched into what I consider a tantrum SECOND OPINION Second opinion I gave you the cheapest price around You wont get better Grumble grumble mumble  Took off to the back without another word I then had to wait a good 10 minutes for a mechanic to pull my car around guess customer service drops off a cliff when the customer decides they might want to check other options outnnI took the car to Sun Devil Auto who actually explained what was wrong with the brakes told me I did NOT need new calipers and that there was another more minor problem causing the wear on my brake pads They didnt use high pressure sales they didnt try to scare me with  words like emergency and the staff was all extremely nice
2,Had the Banana Split with vanilla and my boyfriend had the banana split with blueberry I tasted the blueberry and its delicious My vanilla was good too but I wished I would have just gotten a bowl of JUST blueberry Creamy smooth and so yummy nnThe building is a little offsetting with bums hanging around and bars on the windows but if you can look past that to go up to the window and order its totally worth it
1,If you like your hairdont go
1,Dont expect good customer service unless your a mild age white person or look like you just got off the course Not once was I asked if I needed any help _
1,Chompies based on my three visits is very unfriendly to children and Im speaking of wellbehaved 11 year olds not crying babies
2,We went there for the Community Liver Alliances Steel Chef Challenge The banquet space is large and nicely decorated It has huge windows overlooking the point which were nice They are also equipped with a decent sound system and projector system
1,This shop sucks Bought a 3500 lighter within one hour realized it was broken tried to exchange it and they refused telling me I had a attitude problem
1,How to begin this review  Im at a lossnnMy expectations of these national chains of family restaurants must be too high because I am consistently disappointed with them  Joes Crab Shack is no exceptionnnMy grandson picks Joes every year for his birthday dinner  I think its partly because he walks out of there every year with a handful of plastic sharks and partly because of the playground  Whatever the reason he loves the place and because of that JCS gets 2 stars instead of one nnThe service is mediocre at best the food is edible but flavorless and the decor looks like its all been picked out from yard sales  On this occasion we waited more than 45 minutes for our food for a party of 7 thats an excessive amount of time  One side salad had croutons two others did not even though they were identical salads  My daughter in law ordered her meal with the sauce on the side but it came drenched in the gooey liquid  When the waitress was told all we got was a sorry  The entree should have been removed from the bill  I had the Crispy Jumbo Shrimp and they were anything but crispy or jumbo  They tasted soggy and bland  fortunately the cocktail sauce served with them completely muted the flavorless dish  We also ordered the smores dessert which was pretty tastynnBottom line highly overpriced marginal quality food and substandard service  Go somewhere else  youll be glad that you did
1,I went there before a concert with reservations for a party of 6  The waitress was frazzled but kept getting everyone else worked up as well  It took over an hour for the first 2 out of the 6 beers to arrive  When the food came almost 90 minutes after ordering the orders were all wrong and it was cold  We asked for a manger several times from our waitress as well as other staff  Our request was in a respectful demeanor and we didnt talk down to anyone  The manager never came  I also wrote a note through the website several weeks ago this was the night Pearl Jam was in town and they never responded  Its one thing to have a bad night with a sub par waitress but its clearly not an off night when the manager hides from a circumstance like this and wont respond
1,BEWARE GET A SECOND OPINION Made appointment with there franchise 1800 number and was told appointment would be like 68 for new patient cleaning exam and exray When i got there i confirmed with receptionist that it would be 68 not sure if this is exact amount but Ill use it as an example Was told I had 10 cavities and needed a deep cleaning Then when i went to pay the receptionist tried to tell me the visit was like 85 She corrected it when i told her that wasnt what i was quoted 2 months later i go to a different dentist highly recommended by my coworkers He has been a dentist for 30 years He tells me i have ONLY 1 cavity not 10 and did not need a deep cleaning at all Please please please save yourself TIME AND MONEY and get a second opinion
1,42 for 3 shots of absolut Not including the tip Are you kidding me
1,Hmmmm  Not bad if you get a really good rate Like 40  60 Clean has the basics  Close to the zoo Free WiFi and continental breakfast However the room we stayed in had a really small bathroom and no dressing area  The pool was clean and well kept and the staff was really nice and friendly
2,Finally getting around to reviewing this little fast foody joint that is fast becoming a regular lunch spot for me  Good Asian near West Summerlin appears to be a rare commodity and this modern Hawaiian being a close facsimile to Japanese comfort food in a way LL is most welcome  I have been here 3 times now and I have not had a bad dish yet  Everything thus far is more than adequate and deserving of more than the 35 stars it averages on YelpnnI have had the chicken katsu fried shrimp and hamburger steak plates  They come with rice and pasta salad on the side  The katsu is crispy and wellcooked although the meat is a bit thin so they have to be careful not to overfry  They do a good job  The shrimp is appropriately battered not too much or too little and perfectly crispy  The hamburger steak is the real winner however  What looks like a couple of regular hamburger patties come full of that Japanese Hamburger Steak flavor drenched in gravy and all satisfaction  If you are not familiar with the flavor of Japanese Hamburger steak its very distinct from the taste of American burger patties  Not sure whats in it probably nothing good but boy does it taste good  Bentoss next to Mitsuwa in Costa Mesa is a great example  The only thing missing here at LL is a side of kimchi but this isnt a Korean place sonnThe service is on the pleasant side although I wouldnt say its goldstar material  You do have to wait a bit for your food 510 min and while there are plenty of seats it fills up quickly  This will be my regular spot for lunch and looking forward to trying a number of other items including the ramen burger and some of their Hawaiian dishes
1,Went in for an oil change and free car wash and was not impressed nnThe gentleman that helped me with my oil change was quiet difficult to hear in the noisy car bay and he was constantly trying to up sell me on EVERYTHING Not to mention when I asked how much an oil change is he said 35 for oil change and car wash I said okay then he asked what type of oil I wanted Now granted Im not a mechanic and I know my car has high mileage but I didnt know if he was asking for a brand regular or syntheticI had to pry options out of him Very quiet options mind you I asked for high mileage and without notifying me it actually wasnt 35its 55 Im not an unreasonable person I know it probably costs morebut at least tell me the new price Then again maybe he did and I just couldnt hear him nnEmployee what kind of car wash do you wantnMe well what kind do you have nEmployee theres a poster on the outside of the car bay over therennEmployee what kind of air freshener do you want nMe again  Well what kind do you have nAnnoying Give your customers options before they have to coax them out of you nnTo top it off theres a charge for my bottomofthelinecarwash weighing in at 3 Really So my 35 oil change and wash became a 55 oil change and 3 car wash with taxcosting me 60 Ill change my oil myself next time
2,Best buffet food Ive had to date Le Village Buffet offers a wide variety of French inspired dishes that are freshly cooked with very little in cost over the average resort buffet They had everything from fresh crab legs to a vegetarian bar which although I am not a vegetarian had a great selection The prime rib was five star for a buffet style restaurant nnThe minor reasons I gave this buffet a 4 and not a 5 was for the following reasons There was a severe lack of claw crackers or tiny forks for the crab legsclaws which just seems sadistic given the freshness of the meat They appeared to be seating nondiamond customers in a separate room alway from the actual buffet I dont have a problem with preferred customers getting faster seats or discounts I just felt like I was in some sort of containment camp for poor people And the sushi was just average if your going to serve sushi serve it right The rolls were boring cucumber  california and I couldnt find a small cup or dish for soy sauce which means I would just have to pour it over the rolls and that is just wrongnnAll in all that is a great buffet for the money and really spices up the standard buffet selection Last but not least save room for desert The desert section is more impressive than some restaurants have only time Ive ever done seconds on a buffet dessert table
2,HUGE portionnGet ready to get stuffed nMake sure to NOT order too muchlol
1,Boycott Sprouts They are attempting to take over lands in Albany California which are part of a public land trust for agriculture The land is currently being used by urban farmers to feed the poor Look for this film soon in your area wwwoccupythefarmfilmcom to learn more and visit the websitenhttpwwwboycottsproutscomabout1cj86
2,good gym newer equipment they have a movie theater room where they play movies everyday  sometimes it smells a little sweaty in that room but its nice to have you get into the movie and then you keep running more
2,Like Macy M I had tried numerous massage therapists before discovering and staying with Ismail for over two years now  He has helped me to heal injuries and prevent new ones with his therapeutic massages that target my vulnerable and sore areas   He has the skills and knowledge to combine techniques to suit each clients needs which is invaluable and very beneficial for his clients nnIsmail is extremely professional respectful and reliable  I have family who make sue they can schedule massages with him when they are here from a neighboring State  They havent found anyone as skilled  near their home and tell me the effects of his massages last a month  I now see Ismail on a regular schedule and consider it a vital part of my self care and injury prevention  Highly highly recommended
2,Loved our dining experience at Fellinis They even had a whole gluten free menu consisting of pastas sauces etc boy have i missed alfredo sauce my boyfriend and i both shared the smoked salmon appetizer delish a piece of chilled smoked salmon dressed with capers oil vinegar with a side of smokey cream cheese for my entree i had a shrimp alfredo with gluten free pasta it was so amazing Steve our server was phonom too i will def make my way to the stratosphere just for this restaurant
1,If I didnt love my kid so much this place would not be an option Im afraid I might have contracted hepatitis from this place First off its a Saturday night Is it possible to schedule more than 1 person Waited 15 minutes before anyone came to the counter to take an order for the 20 some people in line Drink station had more garbage on it than the garbage cans No ice on either side Tried to ask an employee but there were none Waited 35 minutes for our pizza Went to the counter and asked how much longer and this girl rolled her eyes and brought out the wrong pizza She put it on the counter and walked away Just walked away Asked LUV the manager about the wrong order and he ordered us another pizza which I never received I was robbed One bright spot almost all the games were working
2,Friend suggested we head to Barrio Cafe for Happy Hourand we did just that We ordered a few items off of the Happy Hour menu and enjoyed a few drinks We pretty much had the dining room area to ourselves Tasty No complications just a great time Barrio Cafe never disappoints For all those that have had bad experiences here I hope I never go to BC with youId hate for you to jinx my meal Cheers
1,Way to fail Wendys nnI saw a commercial for baked sweet potatoes last night and decided to swing by Wendys for lunch today to get one I was also picking up another one for my coworker two chicken ceaser wraps and a salad nnI went at 1130 just before the standard lunch time Wendys only had one sweet potato available The lady taking my order thought I said I wanted chicken ceaser sandwiches I corrected her but I still ended up with the sandwiches instead of the wraps in my bag Glad I checked the bag before driving off
1,Oh Ruths Chris  You were so good at the Yelp Elite event when you first opened at the Harrahs  What happened nnAt the request of my mom she was my plus one at the Elite event and was very impressed we celebrated my brothers birthday at Ruths Chris a couple of weeks ago  Please be forewarned that there is no valet or self parking anywhere near Ruths Chris  Its at the exact opposite of all the entrances if you are arriving by car  nnThe one star is for the decoration of the restaurant but that was it  From the bread the 400 degree hot plate of bonein ribeye to our servers unkempt attire it was not the upscale experience food or service Ruths Chris is supposed to be  nnBy no mean am I trying to be a snob about the whole affair  I think I am capable of adjusting my standards based on where I am at  However for the price and the service Id take my dollar right next door to the Caesars Palace Joes Stonecrab and be a happier customer
2,I love fake boobs and I love rich old dudes and I REALLY LOVE out of control Scottsdaleness so the Fox Sports Grill is pretty much like Disneyland for me nnGo for the cougars stay for the Sunday Bloody Mary Bar Good times for allnnIm not being sarcastic
2,Well I guess I lucked out and came on a good night It was pretty busy at 6 pm on a Friday night which means that people like it enough to go there early I thoroughly enjoyed my buildyourown chicken burger on which I got a ton of the veggies It kind of fell apart since there were too many veggies so I would recommend just choosing a couple My husband really liked his byo hamburger too It wasnt too greasy but now we understand why it is called Smashburger They literally smashed his burger to a pulp so it fell apart very easily Got the smash fries which had a lot of olive oil on the top but not the bottom Our chocolate malt was good but we got it about 10 minutes late since the runner girl gave ours to a different couple who came in after us Boo And when you deliver our food and I tell you that we are still waiting for our malt and you take 10 minutes to bring it out to me that is not acceptable  I expect it to be made ASAP since you already should have had it to me 10 minutes earlier But that is just me being picky I guess
2,Tolles Restaurant und sehr sehr leckeres Buffet Von der B10 aus gut einzusehen parkt man am besten auf dem Parkplatz vom Fressnapf mit dem Aufzug ins OG und man betritt dieses schu00f6ne Restaurant In edlem Holz eingerichtet mit Teich in der Mitte und schu00f6nem chinesischem AmbientenDas Buffet umfasst alles was des Herz begehrt von vorgekochten Speisen bis hin zu Suppen Eis etc Man kann sich auch die frischen Zutaten aussuchen und mit Sou00dfe kombineren und alles frisch vom Koch zubereiten lassen Das PreisLeistungsverhu00e4ltnis ist absolut ok die Bedienungen sind sehr nett nFazit Empfehlenswert 
1,Ill never be back Arizona is bad enough enough on its own right but this place and its fd up car rental system takes the cake
1,I dont know what changed in a year and half but the quality went down rather drastically This used to be my one and only favorite destination in Madison for a while but theyre so out for me nownnMy friend and I stopped over here on Wednesday bar hopping night and everything was terrible nnFirst the service Ok but nothing special And what happened to those smoking hot ladies Why is a jersey wearing lady with zero enthusiasm serving us Is this Weds night thing If so Ill never come back And the terrible drinks too My mojito was passable while my friends caipirinha was way below the standard If they have the balls to charge 68 on a drink I expect something good  nnIve seen this trend in Madison If you used to be the it place you need to keep up with the incoming competition and continue polishing the reputation rather than taking it easy by falling back on the title
1,I really wanted to like this place but it just didnt make the cut nnFirst off where do we eat Too many patrons not enough tables Second the wait for the food was probably about 2030 minutes Kitchen seemed to be a bit unorganized as I noticed like 10 or so tickets at the window Now for the important part the lobster We ordered an original lobster roll lobster mac and lobster grilled cheese Unfortunately we werent really impressed The lobster roll was inconsistent in flavor Some bites were pretty good others were eh It was also pretty small should not be called large The lobster mac was sad to say Bland and runny Couldnt really taste the lobster and it looked like Mac and cheese but the flavor of the cheese was almost nonexistent Definitely would like it to be more creamy and rich Finally the lobster grilled cheese was actually the best of the three but was far from phenomenal The grilled bread was good but was mushy It didnt have that crisp you expect from a grilled sammy I told my girl the best part of my meal was my beer nnI read an earlier post about this place It stated if you dont like your money eat here I wanted to find out for myself but about 40 poorer I definitely should have taken that yelpers advice Dont say we didnt warn you
2,Went to meet up with some family on the East side of town this weekend I told them I had some diet restrictions and they suggested Pita Jungle which I was stoked on as I love me some PJ I didnt know they had expanded that far east nnIt was a Friday night and the place was hopping We were seated pretty quickly and our waiter was on point all night nnThe food came out a tad slow but it was all great and everyone enjoyed their meals
1,I would hate to complain if I felt like we simply ordered poorly but this experience struck out in every way nnThe waitstaff took entirely too long to address our table when many other tables around us were being seated and served We ordered three dishes steamed vegetables vegetable lo mein and kung pao beef and tea All three dishes were seriously not good to the point that we left them on the table untouched How do you ruin lo mein I had to prompt the server twice to bring our tea and we never got refills on our water We had to finally ask another server to bring our check because our server was nowhere to be foundnnWe will not be back 
1,I am here 46 times a year  I have to say in the last hand full of visits there has been a problem with my rental  I am a gold member and this last rental they have a new system that sends you a text to tell you where to find your car so you dont even have to check the board sounds great right  Well they sent me two texts for two different cars  nnI went to the most recent texted car and while it was an okay rental it did not have the little extras that the other car did so as has become the drill I went into the office and waited in line to see if I could switch carssure I go get the the other car change over my luggage and drive offonly to find that the AC is not working as well as one would hope for an Arizona rental during a hot spellnnThe return is always easy although when I mentioned the AC issue I got a song and dance from the guyyou would have thought it was his job to sell me the car not listen to the issue and make note so it could be checkednnI am not sure what the problem is but I having thought about it after a week long rental I think this is not unusual for Hertz of lateWhile I still think they are better than the rest I think they are sliding down a slippery slope when it comest to Customer Service and Product
1,I received two calls from the driver telling me he is on his way AFTER the time he was supposed to arrive so I continued to wait for him as the clock ticked on then the driver calls to tell me Im here but when I looked out the window no one was there Turns out he went to the west street rather than where I was located which was the north street Didnt matter because he called to tell me this 21 minutes past the time he was supposed to arrive so I would have missed my plane anyway Which is exactly what ended up happening nVery very frustrating
2,Place is very clean I dont know why this stood out but it did I got the Barby slider was a tasty little burger I could see myself stopping in from time to time
1,Ive visited this place with my child twice  First time was okay Wait was long  but Dr Lisa Miller was nice and explained everything to us Second visit Not so much Wait was still long  but its expected nSecond doctor  didnt get HIS name Was condescending and he just looked overall annoyed that he has to be there They told me that my sons Tylenol dosage is 75 ml while my regular pediatrician and the Tylenol bottle says that his weight is 5 ml only  So I asked him why it was conflicting He proceeded to write down mathematics formulas on a piece of paper while saying it out loud sarcastically of why hes correct and the other info is wrong nThen after he left without explaining anything to me about my childs illness  I asked the nurse if I can ask him a couple more questions He comes back in with an annoyed look on his face and told me to hurry because he has eleven patients and he doesnt have time  Wow assh nSeriously  the idea of this clinic is awesome  But really  Get more sympathetic doctors Not McDouches
1,Heres the Fox business modelnn1Cease distribution of coupons for several monthsn2Post flyer inside offering something closer to a reasonable price than a special dealn3Deny customers the price on the window saying Oh thats only if you have a couponnnSo I can confirm its definitely not worth the prices they normally charge Specialties cost as much as what you can get at a place like Barros or Old Chicagobut not half as good All that aside Ill go to a place that actually charges the prices they advertise
1,we started from no clean tables available the only one clean had no chairs the cashier was so distracted we payed him 7 for the special 2 pizza slices  beer with a 20 bill he gave me back 8 when i asked him what was this he didnt even know what was that change from after reminding him he asked me how much is 20 minus 7 i said 13 then he grabs a pack of bills from his pocket and gives me the correct change i was never explained that the special came with only cheese pizza i asked to have pepperoni he mentioned if i pay 1 he will change it for me after getting my slices one is pepperoni the other one is cheese after paying 1 I asked him what happened and he goes ill give you your 1 back and keep the slices the worst place in downtown the pizza was ok i wouldnt come back
2,This location is a perfect spot to get work done nn1 There is a lot of space n2 Its not too loud where you cant concentrate on work n3 The staff is extremely friendly n4 Bombcom drinksnnCurrently I am obsessed with their Iced chai latte It reminds me of Christmasbut in the summer time Sounds crazy but Sambalatte has me returning every morning for the past weeknI order this with almond milk and 2 shotsso its actually an extra dirty almond chai latte nnOpera cake is also amazing Not too sweet and just enough to satiate that chocolate craving
1,AWFUL AWFUL AWFULnnLet me preface by saying I have eaten at both Grand Lux Cafes and I will NEVER go to this one again This is purely based on servicennMy friend and I went there around 8pm on a Monday night Not busy at all We were seated right away Then we waited 10 minutes for our waiter He came didnt introduce himself is that a Vegas thing Ive realized not that many people do that and took our drink orders My friend ordered a Sprite and I ordered a berry fizznnYes I realize that it does not take the same amount of time to make a berry fizz as it is to order a Sprite However I wasnt expecting the waiter to bring out my friends Sprite and then 5 minutes later have my berry fizz come up at the counter and then watch my berry fizz sit at the counter for a good 15 minutes before he picked it up and brought it to my table I would have asked him earlier but he was too consumed watching Sportscenter highlightsnnI wasnt eating but my friend ordered the pot roast He said it was oknnOur waiter never checked in on us during our meal and finally brought us the bill after forever We learned then that his name was Scott So Scott if youre reading this me and the table next to us thought you were fucking awfulnnIn the future I will go to the Venetian and deal with the drunks there before ever going back to the one at the Palazzo ever again
2,The restaurant is located in up and coming Griffintown which is quickly becoming gentrified a hospital is being built a few blocks over  I made a reservation a few weeks in advance which I would recommend as its a busy spot  The menu is on a chalkboard so we had our server explain most of it to us  We both had oysters to start and then the steak with red wine sauce potatoes and greens  The meal was simply delicious I cant remember having a steak that good  Service could have been better but the food made up for it  I would definitely go back
2,Nothing but straight cleanliness professionalism and actual ARTISTS at this tattoo shop  The vibe to this brand new shop is very inviting and comforting to all I personally get tattooed by 2 of the 7 artists here  but because of the quality of work and overall talent that the other artists have I would be down to be tattooed by any of them  If your looking for amazing prices and talent  all you gotta do is walk thru the doors
1,Theres something about Biblos that was telling me do not come here You wont really like it I should really listen to my intuitionnnNow its not awful per se Its big theres lots of seats there are drinks and cocktails really not worth it though the staff are friendly the crowd is alrightnnBut its just so soulless You know that cut scene in Chicago where Catherine Zeta Jones character sings a song about Class and how no one has it any more Its all sellouts and cheap frocks and cheaper drinks Thats what Biblos is lacking Class Call me a snob or a fussy drinker I am I like my margartia to have proper salt on the rim of a proper glass and not to be watered down with too much tapwater ice I like my caipirinha to have plenty of lime properly battered at the bottom of the glass with just the right amount of brown sugar and nice cachaca Not a mixture of what tasted like offrum and more tap waternnOk so I drink cocktails and the cocktails here arent good If you were looking for a beer a gt and a place to sit its ok But Ive also tried the food here and it was quite uninspiring Not awful hence not 1 star But very bland and standard pub fare Basically for the price youre paying u00a38  u00a310 for a main youd be better going to a million other bars or restaurants or cafu00e9s that do food at exactly the same price or cheaper at far better quality If it was u00a33 for the chicken breast I had then its evidently at least good value But I was paying the same I would pay at one of my favourite bars for a handmade burger thick sweet potato wedges on a soft sourdough bun It doesnt add upnnIts really central and was right round the corner from our NYE venue so it made do And I wasnt disappointed I just didnt feel anything for it at all really
2,We had to wait in line for about 10 mins before being seated as it was very crowded on a Tuesday afternoon nnThe menu is fairly small but its a burger place The onion rings are really good and I liked them better than the regular fries which were a little thick for my tastes nnThe burger was amazing I had to add one of the chipotle ketchups to my burger which added to the flavor The buns are amazing soft and freshnnThe pricing is reasonable for this area Our waiter was really nice too Ill add this to my list of must eat places every time I come back to Vegas
1,Sadly this was the WORST dining experience OF MY LIFEnnMy fiance and I were staying at the Luxor and decided to go here for dinner While the place looked nice pretty decor I did note while there that the place was never full Now I know why nnWent in was seated then asked the waitress about her recommendations I decided on what I wanted and told her so and then she just said Ok and walked off Didnt take my fiances order either We were too shocked to immediately respond So we called the manager who was aimlessly wandering around as were a number of staff  they had 12 people at least walking around the floor which was less than the number of tables occupied She said she would handle it then ANOTHER waiter came over introduced himself and took our order saying he would look after usnnWe waited for our food and then a DIFFERENT lady gave it to us Strange I noticed that the couple of across from us paid and were complaining to our first waitress saying that their food was cold and they werent happy And another couple next to us asked how come they didnt get menus when they sat down nnOur original waitress came back to check on us but didnt communicate where shed been the whole time Very confusing nnSo I then told the hostess who was also walking past and said the service was substandard and confusing and that the first waitress didnt properly take our orders The original waitress came back and rather than just saying it was a miscommunication which I would have accepted accused me of not talking loudly enough for her to hear Number one rule in customer service  dont be aggressive and accuse the customer Argh nnThey explained that the way they work is unique and you dont have one person as your waiter and we just didnt understand them Do I have to understand this cant I just get my foodnnIn the end we got a discount which the manager gritted her teeth about we had to fight for it she wasnt going to give one initially she charged us the whole bill Then as we were leaving the original waitress Katrina said to us I hope you trip on the way out If you cant serve customers properly and take feedback then you may as well fire yourselfnnTotally sucky experience Pity as the food was actually okay
2,Stopped in and got a 12 dozen Was a little worried about the other reviews but  ohhhhhhh man they were all so yummy  Cake was fresh chocolate carrot lemon vanilla red velvet and the icing was perfect  My new fav craving I Cant pick a favorite Decisions Decisions
2,Excellent burger in the high end of the scale nnWas a bit skeptical to the whole Gordon Ramsay put his name on this place thing and thought that maybe the whole hype is more beause of the name then the actual food nnWas happy to see i was totally wrong Ok so part of the hype is because of GR himself but the quality and taste of the food is great anyway nnWe started of with the jalepeno shooters wich was 6 awesome cheesebacon filled jalepeno poppers with lots of punch Great start not to be missed nnThe pork belly pig bao buns wich was a kind of a slider in a pita looking bread was not as good It was way too much carrots and the bread was doughy and way to thick The pork belly was tender but that was about everything that was good with this starter Sorry Gordon  nnAnd for the finally i took the Hells Kitchen burget with some kind of cheese avocado jalepeno and oven roasted tomatoes Medium grilled and it was perfect when it came out Ordered a side of mayo since there where no sauce on the burger but the burger with condiments was so juicy and tasty i left all the mayo  nnIm a true burger nerd that love to test both chain and upscale burger with fois gras and truffle but this is one of my top 3 burgers i have ever had  The price I think it was about 15  wich is less then a mediocre burger at Hard Rock Cafu00e9 or similar place where i come from I think its a bargain even though its a little bit more then the usual burger chain
2,Mona is fantastic  Her readings are very accurate  She combines this with helpful guidance as to what is going on and practical suggestions on how to best take the next steps  She is also generous with her time  I highly recommend her
